Depth,Res
3601,2.960000038
3602,2.960029364
3603,3.080012083
3604,3.129987955
3605,3.070014477
3606,2.900000095
3607,2.759999991
3608,2.640000105
3609,2.519999981
3610,2.410000086
3611,2.289999962
3612,2.150000095
3613,2.029999971
3614,1.919999957
3615,1.839995146
3616,1.820029378
3617,1.939970732
3618,2.129953623
3619,2.269965887
3620,2.319999933
3621,2.210000038
3622,1.960000038
3623,1.710000038
3624,1.539999962
3625,1.440000057
3626,1.360000014
3627,1.309999943
3628,1.289997578
3629,1.279999971
3630,1.279999971
3631,1.279999971
3632,1.279999971
3633,1.279999971
3634,1.279999971
3635,1.289999962
3636,1.289999962
3637,1.289999962
3638,1.289999962
3639,1.289999962
3640,1.289999962
3641,1.289999962
3642,1.289999962
3643,1.289999962
3644,1.289999962
3645,1.289999962
3646,1.289999962
3647,1.289999962
3648,1.289999962
3649,1.299999952
3650,1.299999952
3651,1.289999962
3652,1.289999962
3653,1.279999971
3654,1.279999971
3655,1.279999971
3656,1.279999971
3657,1.279999971
3658,1.279999971
3659,1.279999971
3660,1.279999971
3661,1.289999962
3662,1.299999952
3663,1.320000053
3664,1.350000024
3665,1.389999986
3666,1.450000048
3667,1.509999991
3668,1.600000024
3669,1.690012217
3670,1.739997625
3671,1.729982972
3672,1.660017014
3673,1.550026774
3674,1.480017066
3675,1.440000057
3676,1.440000057
3677,1.450000048
3678,1.440000057
3679,1.440000057
3680,1.440000057
3681,1.429999948
3682,1.399999976
3683,1.380004883
3684,1.400014639
3685,1.459985375
3686,1.56997323
3687,1.739958525
3688,1.899999976
3689,2.029999971
3690,2.019999981
3691,1.870000005
3692,1.809999943
3693,1.870000005
3694,2.039999962
3695,2.230000019
3696,2.399987936
3697,2.349970579
3698,2.230002403
3699,2.239997625
3700,2.379966021
3701,2.579951048
3702,2.680000067
3703,2.569999933
3704,2.210000038
3705,1.909999967
3706,1.700000048
3707,1.519999981
3708,1.370000005
3709,1.259999991
3710,1.209997654
3711,1.199997664
3712,1.190000057
3713,1.190000057
3714,1.199997664
3715,1.210000038
3716,1.230000019
3717,1.25
3718,1.269999981
3719,1.289999962
3720,1.299999952
3721,1.299999952
3722,1.299999952
3723,1.289999962
3724,1.289999962
3725,1.289999962
3726,1.289999962
3727,1.289999962
3728,1.289999962
3729,1.289999962
3730,1.289999962
3731,1.279999971
3732,1.279999971
3733,1.279999971
3734,1.279999971
3735,1.279999971
3736,1.279999971
3737,1.279999971
3738,1.279999971
3739,1.279999971
3740,1.279999971
3741,1.289997578
3742,1.299997568
3743,1.309999943
3744,1.320000053
3745,1.370000005
3746,1.49000001
3747,1.759999991
3748,1.840000033
3749,1.809999943
3750,1.720000029
3751,1.629985333
3752,1.569987893
3753,1.519990206
3754,1.480009794
3755,1.440009832
3756,1.389999986
3757,1.360000014
3758,1.340000033
3759,1.340000033
3760,1.350000024
3761,1.409999967
3762,1.539999962
3763,1.700000048
3764,1.919999957
3765,1.939992786
3766,1.910007238
3767,1.939992786
3768,2.069968224
3769,2.219963312
3770,2.380000114
3771,2.410000086
3772,2.359999895
3773,2.259999991
3774,2.160000086
3775,2.079999924
3776,1.99000001
3777,1.919999957
3778,1.839980483
3779,1.759978056
3780,1.669978023
3781,1.580021977
3782,1.50001955
3783,1.460000038
3784,1.419999957
3785,1.399999976
3786,1.389999986
3787,1.409999967
3788,1.429999948
3789,1.49000001
3790,1.559999943
3791,1.620000005
3792,1.680002332
3793,1.689987898
3794,1.640012145
3795,1.600009799
3796,1.580004931
3797,1.570000053
3798,1.570000053
3799,1.580000043
3800,1.509999991
3801,1.419999957
3802,1.340000033
3803,1.309999943
3804,1.370000005
3805,1.430034161
3806,1.570021987
3807,1.659999967
3808,1.659999967
3809,1.490041494
3810,1.420017004
3811,1.440000057
3812,1.5
3813,1.559999943
3814,1.629999995
3815,1.590000033
3816,1.509999991
3817,1.460000038
3818,1.470000029
3819,1.490012169
3820,1.540009737
3821,1.58001709
3822,1.649982929
3823,1.739978075
3824,1.809999943
3825,1.840000033
3826,1.830000043
3827,1.809999943
3828,1.75
3829,1.629999995
3830,1.509999991
3831,1.429999948
3832,1.370000005
3833,1.340009809
3834,1.380036593
3835,1.529963374
3836,1.649970651
3837,1.699987888
3838,1.629999995
3839,1.480000019
3840,1.460000038
3841,1.509999991
3842,1.529999971
3843,1.5
3844,1.409999967
3845,1.360000014
3846,1.420029283
3847,1.540012121
3848,1.589985371
3849,1.530014634
3850,1.460017085
3851,1.410012126
3852,1.470000029
3853,1.570000053
3854,1.669999957
3855,1.789999962
3856,1.860000014
3857,1.909999967
3858,1.929999948
3859,1.929999948
3860,1.92999506
3861,1.909992695
3862,1.879975557
3863,1.780024409
3864,1.650031686
3865,1.74000001
3866,1.899999976
3867,1.960000038
3868,1.950000048
3869,1.950000048
3870,1.919999957
3871,1.840000033
3872,1.730000019
3873,1.600000024
3874,1.499990225
3875,1.460014701
3876,1.519985318
3877,1.589982987
3878,1.62999022
3879,1.620000005
3880,1.559999943
3881,1.440000057
3882,1.370000005
3883,1.330000043
3884,1.320000053
3885,1.320000053
3886,1.330000043
3887,1.330002427
3888,1.340000033
3889,1.339995146
3890,1.32000494
3891,1.290007234
3892,1.279999971
3893,1.289999962
3894,1.330000043
3895,1.370000005
3896,1.399999976
3897,1.429999948
3898,1.440000057
3899,1.450000048
3900,1.450000048
3901,1.450000048
3902,1.450000048
3903,1.450000048
3904,1.450000048
3905,1.450000048
3906,1.440000057
3907,1.450000048
3908,1.440000057
3909,1.440000057
3910,1.440000057
3911,1.440000057
3912,1.440000057
3913,1.440000057
3914,1.440000057
3915,1.440002441
3916,1.450000048
3917,1.450000048
3918,1.450000048
3919,1.459997654
3920,1.440000057
3921,1.440000057
3922,1.419999957
3923,1.409999967
3924,1.389999986
3925,1.379999995
3926,1.370000005
3927,1.370000005
3928,1.34999764
3929,1.339997649
3930,1.329992771
3931,1.300007224
3932,1.280004859
3933,1.259999991
3934,1.24000001
3935,1.220000029
3936,1.200000048
3937,1.200000048
3938,1.200000048
3939,1.200000048
3940,1.220000029
3941,1.230000019
3942,1.250004888
3943,1.270002365
3944,1.279997587
3945,1.299995065
3946,1.319995165
3947,1.340000033
3948,1.350000024
3949,1.350000024
3950,1.350000024
3951,1.350000024
3952,1.340000033
3953,1.330000043
3954,1.330000043
3955,1.330000043
3956,1.330000043
3957,1.330002427
3958,1.339997649
3959,1.340000033
3960,1.340000033
3961,1.340000033
3962,1.340000033
3963,1.350000024
3964,1.350000024
3965,1.350000024
3966,1.350000024
3967,1.350000024
3968,1.350000024
3969,1.34999764
3970,1.339997649
3971,1.329997659
3972,1.320002437
3973,1.310002327
3974,1.309999943
3975,1.299999952
3976,1.279999971
3977,1.269999981
3978,1.269999981
3979,1.289999962
3980,1.299999952
3981,1.309999943
3982,1.320000053
3983,1.340014696
3984,1.400014639
3985,1.459985375
3986,1.499990225
3987,1.509997606
3988,1.509999991
3989,1.470000029
3990,1.429999948
3991,1.409999967
3992,1.409999967
3993,1.419999957
3994,1.450000048
3995,1.49000001
3996,1.540014625
3997,1.600012183
3998,1.650007248
3999,1.679992676
4000,1.670002341
4001,1.620000005
4002,1.580000043
4003,1.539999962
4004,1.509999991
4005,1.480000019
4006,1.450000048
4007,1.429999948
4008,1.429999948
4009,1.429999948
4010,1.429999948
4011,1.429999948
4012,1.429999948
4013,1.429999948
4014,1.429999948
4015,1.440000057
4016,1.450000048
4017,1.460000038
4018,1.480000019
4019,1.480000019
4020,1.49000001
4021,1.509999991
4022,1.529999971
4023,1.530002356
4024,1.539995074
4025,1.519990206
4026,1.480009794
4027,1.440009832
4028,1.420004845
4029,1.399999976
4030,1.389999986
4031,1.389999986
4032,1.389999986
4033,1.389999986
4034,1.389999986
4035,1.399999976
4036,1.399999976
4037,1.399999976
4038,1.399999976
4039,1.399999976
4040,1.399999976
4041,1.39000237
4042,1.379999995
4043,1.360000014
4044,1.320000053
4045,1.309999943
4046,1.330000043
4047,1.370000005
4048,1.419999957
4049,1.570000053
4050,1.720000029
4051,1.930024386
4052,2.030012131
4053,2.079987764
4054,2.08999753
4055,2.060007334
4056,1.960000038
4057,1.909999967
4058,1.889999986
4059,1.870000005
4060,1.840000033
4061,1.799999952
4062,1.759999991
4063,1.730000019
4064,1.69999516
4065,1.680004835
4066,1.700012207
4067,1.749987841
4068,1.789990187
4069,1.829990268
4070,1.830000043
4071,1.830000043
4072,1.830000043
4073,1.830000043
4074,1.830000043
4075,1.830000043
4076,1.820000053
4077,1.820000053
4078,1.819992781
4079,1.789997578
4080,1.779997587
4081,1.770002365
4082,1.750004888
4083,1.690000057
4084,1.629999995
4085,1.590000033
4086,1.539999962
4087,1.5
4088,1.450000048
4089,1.389999986
4090,1.320000053
4091,1.279999971
4092,1.259999991
4093,1.260007262
4094,1.28999269
4095,1.349985361
4096,1.44997561
4097,1.610000014
4098,1.769999981
4099,1.690000057
4100,1.580000043
4101,1.49000001
4102,1.519999981
4103,1.559999943
4104,1.570000053
4105,1.600000024
4106,1.629999995
4107,1.610000014
4108,1.620000005
4109,1.620000005
4110,1.620000005
4111,1.620000005
4112,1.620000005
4113,1.620000005
4114,1.610000014
4115,1.620000005
4116,1.620000005
4117,1.610000014
4118,1.590000033
4119,1.570000053
4120,1.539999962
4121,1.529999971
4122,1.519999981
4123,1.509999991
4124,1.509999991
4125,1.509999991
4126,1.519999981
4127,1.539999962
4128,1.549999952
4129,1.570000053
4130,1.590000033
4131,1.610000014
4132,1.629999995
4133,1.639999986
4134,1.639999986
4135,1.639999986
4136,1.629999995
4137,1.610000014
4138,1.549999952
4139,1.480000019
4140,1.419999957
4141,1.379999995
4142,1.360000014
4143,1.350000024
4144,1.370000005
4145,1.370000005
4146,1.379999995
4147,1.389999986
4148,1.389999986
4149,1.389999986
4150,1.399999976
4151,1.389999986
4152,1.379999995
4153,1.370000005
4154,1.370000005
4155,1.370000005
4156,1.360000014
4157,1.360000014
4158,1.370000005
4159,1.370000005
4160,1.370000005
4161,1.360000014
4162,1.360000014
4163,1.360000014
4164,1.350000024
4165,1.350000024
4166,1.350000024
4167,1.350000024
4168,1.350000024
4169,1.350000024
4170,1.350000024
4171,1.350000024
4172,1.350000024
4173,1.350000024
4174,1.360000014
4175,1.370000005
4176,1.370000005
4177,1.379999995
4178,1.379999995
4179,1.379999995
4180,1.379999995
4181,1.379999995
4182,1.389999986
4183,1.419999957
4184,1.450000048
4185,1.480000019
4186,1.519999981
4187,1.529999971
4188,1.559999943
4189,1.549999952
4190,1.529999971
4191,1.519999981
4192,1.539999962
4193,1.620000005
4194,1.809999943
4195,2.170000076
4196,2.470000029
4197,2.569999933
4198,2.519999981
4199,2.400000095
4200,2.160000086
4201,1.950000048
4202,1.769999981
4203,1.649999976
4204,1.649999976
4205,1.779999971
4206,1.960000038
4207,2.160000086
4208,2.259999991
4209,2.299999952
4210,2.079999924
4211,1.850000024
4212,1.950000048
4213,1.970000029
4214,1.909999967
4215,1.700000048
4216,1.659999967
4217,1.860000014
4218,2.039999962
4219,2.200000048
4220,2.230000019
4221,1.970000029
4222,1.49000001
4223,1.519999981
4224,1.629999995
4225,1.669999957
4226,1.620000005
4227,1.480000019
4228,1.450000048
4229,1.529999971
4230,1.610000014
4231,1.659999967
4232,1.669999957
4233,1.669999957
4234,1.639999986
4235,1.590000033
4236,1.509999991
4237,1.409999967
4238,1.370000005
4239,1.360000014
4240,1.360000014
4241,1.360000014
4242,1.360000014
4243,1.360000014
4244,1.370000005
4245,1.370000005
4246,1.379999995
4247,1.379999995
4248,1.389999986
4249,1.399999976
4250,1.399999976
4251,1.409999967
4252,1.409999967
4253,1.419999957
4254,1.409999967
4255,1.409999967
4256,1.409999967
4257,1.409999967
4258,1.409999967
4259,1.409999967
4260,1.409999967
4261,1.409999967
4262,1.409999967
4263,1.399999976
4264,1.399999976
4265,1.399999976
4266,1.399999976
4267,1.399999976
4268,1.389999986
4269,1.379999995
4270,1.360000014
4271,1.340000033
4272,1.330000043
4273,1.320000053
4274,1.309999943
4275,1.289999962
4276,1.279999971
4277,1.269999981
4278,1.259999991
4279,1.25
4280,1.24000001
4281,1.230000019
4282,1.220000029
4283,1.220000029
4284,1.220000029
4285,1.220000029
4286,1.220000029
4287,1.220000029
4288,1.220000029
4289,1.230000019
4290,1.24000001
4291,1.24000001
4292,1.25
4293,1.25
4294,1.25
4295,1.25
4296,1.24000001
4297,1.24000001
4298,1.230000019
4299,1.230000019
4300,1.230000019
4301,1.230000019
4302,1.230000019
4303,1.230000019
4304,1.24000001
4305,1.24000001
4306,1.25
4307,1.259999991
4308,1.279999971
4309,1.299999952
4310,1.330000043
4311,1.379999995
4312,1.440000057
4313,1.529999971
4314,1.659999967
4315,1.850000024
4316,1.899999976
4317,1.850000024
4318,1.789999962
4319,1.720000029
4320,1.649999976
4321,1.629999995
4322,1.629999995
4323,1.700000048
4324,1.830000043
4325,1.99000001
4326,2.140000105
4327,2.269999981
4328,2.279999971
4329,2.160000086
4330,2.059999943
4331,2.109999895
4332,2.230000019
4333,2.170000076
4334,1.909999967
4335,1.730000019
4336,1.669999957
4337,1.610000014
4338,1.549999952
4339,1.529999971
4340,1.519999981
4341,1.539999962
4342,1.600000024
4343,1.679999948
4344,1.759999991
4345,1.850000024
4346,1.860000014
4347,1.700000048
4348,1.809999943
4349,1.970000029
4350,2.009999991
4351,1.960000038
4352,1.889999986
4353,1.820000053
4354,1.730000019
4355,1.649999976
4356,1.559999943
4357,1.5
4358,1.429999948
4359,1.379999995
4360,1.360000014
4361,1.340000033
4362,1.320000053
4363,1.289999962
4364,1.269999981
4365,1.269999981
4366,1.269999981
4367,1.279999971
4368,1.320000053
4369,1.399999976
4370,1.549999952
4371,1.720000029
4372,1.74000001
4373,1.659999967
4374,1.559999943
4375,1.460000038
4376,1.429999948
4377,1.409999967
4378,1.429999948
4379,1.470000029
4380,1.539999962
4381,1.639999986
4382,1.710000038
4383,1.629999995
4384,1.529999971
4385,1.480000019
4386,1.429999948
4387,1.399999976
4388,1.649999976
4389,1.960000038
4390,2.079999924
4391,1.960000038
4392,1.74000001
4393,1.559999943
4394,1.480000019
4395,1.419999957
4396,1.370000005
4397,1.320000053
4398,1.259999991
4399,1.25
4400,1.25
4401,1.259999991
4402,1.269999981
4403,1.429999948
4404,1.480000019
4405,1.519999981
4406,1.580000043
4407,1.600000024
4408,1.590000033
4409,1.570000053
4410,1.5
4411,1.440000057
4412,1.409999967
4413,1.409999967
4414,1.409999967
4415,1.419999957
4416,1.429999948
4417,1.429999948
4418,1.450000048
4419,1.450000048
4420,1.450000048
4421,1.429999948
4422,1.419999957
4423,1.399999976
4424,1.399999976
4425,1.389999986
4426,1.399999976
4427,1.399999976
4428,1.409999967
4429,1.419999957
4430,1.419999957
4431,1.429999948
4432,1.429999948
4433,1.440000057
4434,1.440000057
4435,1.429999948
4436,1.419999957
4437,1.389999986
4438,1.350000024
4439,1.299999952
4440,1.340000033
4441,1.440000057
4442,1.570000053
4443,1.679999948
4444,1.809999943
4445,1.940000057
4446,2.099999905
4447,2.230000019
4448,2.299999952
4449,2.25
4450,2.029999971
4451,1.820000053
4452,1.710000038
4453,1.649999976
4454,1.610000014
4455,1.580000043
4456,1.580000043
4457,1.600000024
4458,1.649999976
4459,1.74000001
4460,1.830000043
4461,1.940000057
4462,2.009999991
4463,1.940000057
4464,1.820000053
4465,1.690000057
4466,1.549999952
4467,1.470000029
4468,1.450000048
4469,1.470000029
4470,1.570000053
4471,1.669999957
4472,1.720000029
4473,1.629999995
4474,1.559999943
4475,1.49000001
4476,1.460000038
4477,1.460000038
4478,1.480000019
4479,1.509999991
4480,1.580000043
4481,1.679999948
4482,1.789999962
4483,1.940000057
4484,2.109999895
4485,2.259999991
4486,2.450000048
4487,2.680000067
4488,2.849999905
