Depth,Res
4489,2.970000029
4490,3.049999952
4491,3.069999933
4492,3.049999952
4493,2.970000029
4494,2.890000105
4495,2.809999943
4496,2.75
4497,2.710000038
4498,2.690000057
4499,2.680000067
4500,2.690000057
4501,2.730000019
4502,2.769999981
4503,2.819999933
4504,2.799999952
4505,2.690000057
4506,2.480000019
4507,2.24000001
4508,2.059999943
4509,1.879999995
4510,1.75
4511,1.639999986
4512,1.529999971
4513,1.440000057
4514,1.360000014
4515,1.309999943
4516,1.279999971
4517,1.259999991
4518,1.25
4519,1.24000001
4520,1.230000019
4521,1.230000019
4522,1.24000001
4523,1.24000001
4524,1.259999991
4525,1.289999962
4526,1.340000033
4527,1.389999986
4528,1.470000029
4529,1.600000024
4530,1.720000029
4531,1.830000043
4532,1.769999981
4533,1.620000005
4534,1.509999991
4535,1.509999991
4536,1.539999962
4537,1.639999986
4538,1.789999962
4539,2.049999952
4540,2.319999933
4541,2.819999933
4542,3.089999914
4543,3.009999991
4544,2.730000019
4545,2.529999971
4546,2.410000086
4547,2.339999914
4548,2.309999943
4549,2.289999962
4550,2.299999952
4551,2.309999943
4552,2.299999952
4553,2.299999952
4554,2.279999971
4555,2.25
4556,2.210000038
4557,2.150000095
4558,2.089999914
4559,1.970000029
4560,1.830000043
4561,1.700000048
4562,1.610000014
4563,1.639999986
4564,1.710000038
4565,1.779999971
4566,1.830000043
4567,1.789999962
4568,1.559999943
4569,1.409999967
4570,1.350000024
4571,1.360000014
4572,1.379999995
4573,1.379999995
4574,1.389999986
4575,1.379999995
4576,1.370000005
4577,1.340000033
4578,1.309999943
4579,1.279999971
4580,1.279999971
4581,1.309999943
4582,1.399999976
4583,1.549999952
4584,1.679999948
4585,1.74000001
4586,1.769999981
4587,1.75
4588,1.649999976
4589,1.470000029
4590,1.360000014
4591,1.289999962
4592,1.289999962
4593,1.320000053
4594,1.460000038
4595,1.610000014
4596,1.769999981
4597,1.870000005
4598,1.889999986
4599,1.850000024
4600,1.820000053
4601,1.830000043
4602,1.889999986
4603,1.960000038
4604,2.049999952
4605,2.130000114
4606,2.190000057
4607,2.210000038
4608,2.220000029
4609,2.210000038
4610,2.180000067
4611,2.130000114
4612,2.069999933
4613,2
4614,1.940000057
4615,1.879999995
4616,1.809999943
4617,1.75
4618,1.700000048
4619,1.659999967
4620,1.639999986
4621,1.639999986
4622,1.639999986
4623,1.639999986
4624,1.629999995
4625,1.629999995
4626,1.629999995
4627,1.620000005
4628,1.620000005
4629,1.620000005
4630,1.610000014
4631,1.590000033
4632,1.570000053
4633,1.549999952
4634,1.519999981
4635,1.49000001
4636,1.470000029
4637,1.460000038
4638,1.450000048
4639,1.440000057
4640,1.450000048
4641,1.450000048
4642,1.450000048
4643,1.450000048
4644,1.440000057
4645,1.429999948
4646,1.419999957
4647,1.409999967
4648,1.399999976
4649,1.389999986
4650,1.379999995
4651,1.370000005
4652,1.350000024
4653,1.330000043
4654,1.309999943
4655,1.289999962
4656,1.269999981
4657,1.259999991
4658,1.25
4659,1.24000001
4660,1.230000019
4661,1.210000038
4662,1.200000048
4663,1.190000057
4664,1.179999948
4665,1.179999948
4666,1.179999948
4667,1.190000057
4668,1.200000048
4669,1.200000048
4670,1.200000048
4671,1.210000038
4672,1.220000029
4673,1.230000019
4674,1.25
4675,1.269999981
4676,1.289999962
4677,1.320000053
4678,1.360000014
4679,1.409999967
4680,1.470000029
4681,1.529999971
4682,1.629999995
4683,1.710000038
4684,1.769999981
4685,1.799999952
4686,1.730000019
4687,1.539999962
4688,1.519999981
4689,1.549999952
4690,1.600000024
4691,1.710000038
4692,1.840000033
4693,2
4694,2.160000086
4695,2.289999962
4696,2.420000076
4697,2.569999933
4698,2.559999943
4699,2.349999905
4700,2.190000057
4701,2.099999905
4702,2
4703,1.899999976
4704,1.909999967
4705,1.809999943
4706,1.669999957
4707,1.610000014
4708,1.700000048
4709,1.840000033
4710,1.960000038
4711,1.909999967
4712,1.730000019
4713,1.549999952
4714,1.5
4715,1.710000038
4716,2.009999991
4717,2.130000114
4718,2.190000057
4719,2.150000095
4720,1.99000001
4721,1.929999948
4722,2.059999943
4723,2.140000105
4724,2.130000114
4725,2.079999924
4726,1.99000001
4727,1.889999986
4728,1.809999943
4729,1.730000019
4730,1.659999967
4731,1.580000043
4732,1.529999971
4733,1.529999971
4734,1.539999962
4735,1.559999943
4736,1.610000014
4737,1.669999957
4738,1.74000001
4739,1.809999943
4740,1.879999995
4741,1.940000057
4742,2
4743,2.059999943
4744,2.119999886
4745,2.180000067
4746,2.25
4747,2.319999933
4748,2.410000086
4749,2.49000001
4750,2.539999962
4751,2.549999952
4752,2.5
4753,2.420000076
4754,2.269999981
4755,2.119999886
4756,1.919999957
4757,1.75
4758,1.600000024
4759,1.5
4760,1.419999957
4761,1.399999976
4762,1.419999957
4763,1.559999943
4764,1.710000038
4765,1.779999971
4766,1.799999952
4767,1.789999962
4768,1.759999991
4769,1.710000038
4770,1.659999967
4771,1.629999995
4772,1.610000014
4773,1.600000024
4774,1.610000014
4775,1.639999986
4776,1.679999948
4777,1.730000019
4778,1.799999952
4779,1.860000014
4780,1.929999948
4781,1.99000001
4782,2.049999952
4783,2.099999905
4784,2.140000105
4785,2.180000067
4786,2.119999886
4787,1.960000038
4788,1.799999952
4789,1.679999948
4790,1.590000033
4791,1.519999981
4792,1.460000038
4793,1.409999967
4794,1.389999986
4795,1.370000005
4796,1.360000014
4797,1.350000024
4798,1.330000043
4799,1.320000053
4800,1.309999943
4801,1.309999943
4802,1.309999943
4803,1.309999943
4804,1.309999943
4805,1.309999943
4806,1.309999943
4807,1.309999943
4808,1.309999943
4809,1.299999952
4810,1.289999962
4811,1.279999971
4812,1.279999971
4813,1.279999971
4814,1.289999962
4815,1.289999962
4816,1.299999952
4817,1.299999952
4818,1.299999952
4819,1.320000053
4820,1.340000033
4821,1.360000014
4822,1.379999995
4823,1.419999957
4824,1.470000029
4825,1.519999981
4826,1.570000053
4827,1.620000005
4828,1.679999948
4829,1.730000019
4830,1.789999962
4831,1.840000033
4832,1.860000014
4833,1.830000043
4834,1.769999981
4835,1.700000048
4836,1.639999986
4837,1.580000043
4838,1.519999981
4839,1.480000019
4840,1.460000038
4841,1.460000038
4842,1.460000038
4843,1.460000038
4844,1.470000029
4845,1.480000019
4846,1.480000019
4847,1.480000019
4848,1.480000019
4849,1.480000019
4850,1.480000019
4851,1.470000029
4852,1.470000029
4853,1.470000029
4854,1.470000029
4855,1.470000029
4856,1.470000029
4857,1.470000029
4858,1.470000029
4859,1.460000038
4860,1.460000038
4861,1.450000048
4862,1.429999948
4863,1.419999957
4864,1.399999976
4865,1.389999986
4866,1.370000005
4867,1.360000014
4868,1.340000033
4869,1.330000043
4870,1.320000053
4871,1.309999943
4872,1.309999943
4873,1.309999943
4874,1.320000053
4875,1.320000053
4876,1.320000053
4877,1.320000053
4878,1.320000053
4879,1.320000053
4880,1.320000053
4881,1.320000053
4882,1.320000053
4883,1.320000053
4884,1.320000053
4885,1.320000053
4886,1.320000053
4887,1.320000053
4888,1.320000053
4889,1.330000043
4890,1.350000024
4891,1.360000014
4892,1.379999995
4893,1.379999995
4894,1.389999986
4895,1.409999967
4896,1.429999948
4897,1.460000038
4898,1.480000019
4899,1.470000029
4900,1.460000038
4901,1.440000057
4902,1.429999948
4903,1.419999957
4904,1.409999967
4905,1.419999957
4906,1.419999957
4907,1.429999948
4908,1.440000057
4909,1.450000048
4910,1.480000019
4911,1.49000001
4912,1.49000001
4913,1.49000001
4914,1.49000001
4915,1.480000019
4916,1.460000038
4917,1.450000048
4918,1.450000048
4919,1.440000057
4920,1.429999948
4921,1.429999948
4922,1.419999957
4923,1.409999967
4924,1.389999986
4925,1.379999995
4926,1.370000005
4927,1.370000005
4928,1.360000014
4929,1.360000014
4930,1.360000014
4931,1.350000024
4932,1.350000024
4933,1.350000024
4934,1.340000033
4935,1.330000043
4936,1.330000043
4937,1.330000043
4938,1.330000043
4939,1.330000043
4940,1.340000033
4941,1.360000014
4942,1.370000005
4943,1.370000005
4944,1.399999976
4945,1.440000057
4946,1.49000001
4947,1.529999971
4948,1.580000043
4949,1.610000014
4950,1.649999976
4951,1.700000048
4952,1.720000029
4953,1.659999967
4954,1.629999995
4955,1.649999976
4956,1.690000057
4957,1.74000001
4958,1.779999971
4959,1.820000053
4960,1.870000005
4961,1.940000057
4962,2.009999991
4963,2.029999971
4964,1.909999967
4965,1.789999962
4966,1.700000048
4967,1.679999948
4968,1.759999991
4969,1.909999967
4970,2.069999933
4971,2.230000019
4972,2.359999895
4973,2.440000057
4974,2.339999914
4975,2.160000086
4976,2
4977,1.950000048
4978,2.109999895
4979,2.190000057
4980,2.019999981
4981,1.730000019
4982,1.529999971
4983,1.429999948
4984,1.419999957
4985,1.440000057
4986,1.549999952
4987,1.690000057
4988,1.789999962
4989,1.74000001
4990,1.649999976
4991,1.539999962
4992,1.429999948
4993,1.389999986
4994,1.379999995
4995,1.470000029
4996,1.669999957
4997,1.850000024
4998,2.019999981
4999,2
5000,1.809999943
5001,1.580000043
5002,1.5
5003,1.470000029
5004,1.450000048
5005,1.399999976
5006,1.389999986
5007,1.389999986
5008,1.399999976
5009,1.419999957
5010,1.429999948
5011,1.440000057
5012,1.429999948
5013,1.409999967
5014,1.399999976
5015,1.389999986
5016,1.379999995
5017,1.360000014
5018,1.340000033
5019,1.330000043
5020,1.330000043
5021,1.330000043
5022,1.330000043
5023,1.330000043
5024,1.320000053
5025,1.320000053
5026,1.320000053
5027,1.320000053
5028,1.320000053
5029,1.309999943
5030,1.309999943
5031,1.299999952
5032,1.289999962
5033,1.289999962
5034,1.289999962
5035,1.289999962
5036,1.289999962
5037,1.289999962
5038,1.299999952
5039,1.309999943
5040,1.309999943
5041,1.309999943
5042,1.320000053
5043,1.330000043
5044,1.330000043
5045,1.350000024
5046,1.360000014
5047,1.379999995
5048,1.389999986
5049,1.399999976
5050,1.409999967
5051,1.429999948
5052,1.440000057
5053,1.440000057
5054,1.419999957
5055,1.379999995
5056,1.330000043
5057,1.279999971
5058,1.25
5059,1.230000019
5060,1.230000019
5061,1.230000019
5062,1.24000001
5063,1.24000001
5064,1.24000001
5065,1.24000001
5066,1.24000001
5067,1.24000001
5068,1.230000019
5069,1.230000019
5070,1.230000019
5071,1.230000019
5072,1.230000019
5073,1.24000001
5074,1.25
5075,1.259999991
5076,1.279999971
5077,1.299999952
5078,1.299999952
5079,1.320000053
5080,1.340000033
5081,1.360000014
5082,1.379999995
5083,1.399999976
5084,1.409999967
5085,1.429999948
5086,1.450000048
5087,1.460000038
5088,1.470000029
5089,1.470000029
5090,1.460000038
5091,1.450000048
5092,1.419999957
5093,1.379999995
5094,1.340000033
5095,1.309999943
5096,1.279999971
5097,1.299999952
5098,1.340000033
5099,1.450000048
5100,1.570000053
5101,1.720000029
5102,1.850000024
5103,1.830000043
5104,1.629999995
5105,1.570000053
5106,1.629999995
5107,1.75
5108,1.789999962
5109,1.700000048
5110,1.590000033
5111,1.519999981
5112,1.529999971
5113,1.600000024
5114,1.690000057
5115,1.769999981
5116,1.830000043
5117,1.860000014
5118,1.870000005
5119,1.870000005
5120,1.870000005
5121,1.860000014
5122,1.850000024
5123,1.840000033
5124,1.809999943
5125,1.779999971
5126,1.759999991
5127,1.710000038
5128,1.679999948
5129,1.669999957
5130,1.669999957
5131,1.700000048
5132,1.720000029
5133,1.779999971
5134,1.850000024
5135,1.929999948
5136,2.009999991
5137,2.119999886
5138,2.089999914
5139,2.019999981
5140,1.960000038
5141,1.940000057
5142,1.980000019
5143,2.059999943
5144,2.200000048
5145,2.25
5146,2.190000057
5147,2.109999895
5148,2.099999905
5149,2.220000029
5150,2.329999924
5151,2.420000076
5152,2.470000029
5153,2.5
5154,2.5
5155,2.450000048
5156,2.369999886
5157,2.309999943
5158,2.299999952
5159,2.319999933
5160,2.380000114
5161,2.460000038
5162,2.519999981
5163,2.569999933
5164,2.589999914
5165,2.569999933
5166,2.539999962
5167,2.49000001
5168,2.460000038
5169,2.450000048
5170,2.450000048
5171,2.460000038
5172,2.470000029
5173,2.5
5174,2.569999933
5175,2.660000086
5176,2.730000019
5177,2.720000029
5178,2.630000114
5179,2.400000095
5180,2.25
5181,2.180000067
5182,2.940000057
5183,3.450000048
5184,3.650000095
5185,3.150000095
5186,2.849999905
5187,2.569999933
5188,2.569999933
5189,2.980000019
5190,3.369999886
5191,3.630000114
5192,3.619999886
5193,3.5
5194,3.400000095
5195,3.319999933
5196,3.25
5197,3.160000086
5198,3.029999971
5199,2.920000076
5200,2.809999943
5201,2.730000019
5202,2.700000048
5203,2.690000057
5204,2.700000048
5205,2.720000029
5206,2.759999991
5207,2.890000105
5208,3.24000001
5209,3.180000067
5210,2.980000019
5211,2.819999933
5212,2.700000048
5213,2.619999886
5214,2.579999924
5215,2.579999924
5216,2.579999924
5217,2.579999924
5218,2.579999924
5219,2.579999924
5220,2.579999924
5221,2.579999924
5222,2.569999933
5223,2.549999952
5224,2.460000038
5225,2.299999952
5226,2.140000105
5227,1.850000024
5228,1.639999986
5229,1.559999943
5230,1.610000014
5231,1.720000029
5232,1.74000001
5233,1.720000029
5234,1.75
5235,1.889999986
5236,2.039999962
5237,2.460000038
5238,3.069999933
5239,2.99000001
5240,2.730000019
5241,2.410000086
5242,2.359999895
5243,2.329999924
5244,2.25
5245,2.130000114
5246,2.099999905
5247,2.380000114
5248,2.660000086
5249,2.920000076
5250,3.190000057
5251,3.099999905
5252,2.980000019
5253,2.869999886
5254,2.75
5255,2.650000095
5256,2.559999943
5257,2.49000001
5258,2.400000095
5259,2.309999943
5260,2.220000029
5261,2.140000105
5262,2.059999943
5263,1.970000029
5264,1.919999957
5265,2.210000038
5266,2.410000086
5267,2.589999914
5268,2.599999905
5269,2.549999952
5270,2.5
5271,2.470000029
5272,2.460000038
5273,2.700000048
5274,2.910000086
5275,3.039999962
5276,3.119999886
5277,3.069999933
5278,2.799999952
5279,2.599999905
5280,2.559999943
5281,2.630000114
5282,2.900000095
5283,3.180000067
5284,3.410000086
5285,3.150000095
5286,2.829999924
5287,2.609999895
5288,2.299999952
5289,2.339999914
5290,2.539999962
5291,2.769999981
5292,3.019999981
5293,2.980000019
5294,2.930000067
5295,3.170000076
5296,3.089999914
5297,2.869999886
5298,2.660000086
5299,2.369999886
5300,2.289999962
5301,2.519999981
5302,2.470000029
5303,2.299999952
5304,2.180000067
5305,2.190000057
5306,2.359999895
5307,2.650000095
5308,2.859999895
5309,2
5310,2
5311,2.450000048
5312,3.5
5313,3.440000057
5314,2.650000095
5315,2.319999933
5316,2.119999886
5317,2.019999981
5318,2.029999971
5319,2.049999952
5320,2.089999914
5321,2.109999895
5322,2.140000105
5323,2.140000105
5324,2.109999895
5325,2.059999943
5326,2.039999962
5327,2.069999933
5328,2.119999886
5329,2.170000076
5330,2.230000019
5331,2.289999962
5332,2.329999924
5333,2.369999886
5334,2.390000105
5335,2.390000105
5336,2.380000114
5337,2.339999914
5338,2.279999971
5339,2.25
5340,2.289999962
5341,2.380000114
5342,2.450000048
5343,2.460000038
5344,2.25
5345,2.369999886
5346,2.369999886
5347,2.180000067
5348,2.24000001
5349,2.319999933
5350,2.150000095
5351,1.980000019
5352,1.769999981
5353,1.559999943
5354,1.710000038
5355,1.899999976
5356,2.059999943
5357,2.210000038
5358,2.299999952
5359,2.349999905
5360,2.390000105
5361,2.390000105
5362,2.309999943
5363,2.019999981
5364,1.860000014
5365,1.809999943
5366,1.820000053
5367,1.860000014
5368,1.929999948
5369,2.039999962
5370,2.119999886
5371,2.160000086
5372,2.150000095
5373,2.160000086
5374,2.160000086
5375,2.119999886
5376,2.049999952
5377,1.950000048
5378,1.830000043
5379,1.779999971
5380,2
5381,2.140000105
5382,2.079999924
5383,1.830000043
5384,1.600000024
5385,1.49000001
5386,1.549999952
5387,1.669999957
5388,1.669999957
5389,1.600000024
5390,1.509999991
5391,1.429999948
5392,1.370000005
5393,1.309999943
5394,1.289999962
5395,1.279999971
5396,1.269999981
5397,1.289999962
5398,1.320000053
5399,1.360000014
5400,1.429999948
5401,1.519999981
5402,1.659999967
5403,1.820000053
5404,2.029999971
5405,2.180000067
5406,2.279999971
5407,2.380000114
5408,2.279999971
5409,2.150000095
5410,2.119999886
5411,2.319999933
5412,2.49000001
5413,2.609999895
5414,2.670000076
5415,2.609999895
5416,2.519999981
5417,2.529999971
5418,2.660000086
5419,2.640000105
5420,2.49000001
5421,2.470000029
5422,2.579999924
5423,2.670000076
5424,2.720000029
5425,2.710000038
5426,2.609999895
5427,2.480000019
5428,2.549999952
5429,2.630000114
5430,2.630000114
5431,2.579999924
5432,2.480000019
5433,2.400000095
5434,2.380000114
5435,2.400000095
5436,2.420000076
5437,2.339999914
5438,2.339999914
5439,2.440000057
5440,2.619999886
5441,2.579999924
5442,2.420000076
5443,2.460000038
5444,2.529999971
5445,2.619999886
5446,2.480000019
5447,2.210000038
5448,2.119999886
5449,2.190000057
5450,2.279999971
5451,2.319999933
5452,2.299999952
5453,2.119999886
5454,1.899999976
5455,1.720000029
5456,1.620000005
5457,1.529999971
5458,1.450000048
5459,1.389999986
5460,1.360000014
5461,1.360000014
5462,1.389999986
5463,1.509999991
5464,1.679999948
5465,1.860000014
5466,2.059999943
5467,2.269999981
5468,2.430000067
5469,2.289999962
5470,2.029999971
5471,1.860000014
5472,1.720000029
5473,1.610000014
5474,1.559999943
5475,1.539999962
5476,1.539999962
5477,1.539999962
5478,1.570000053
5479,1.690000057
5480,1.759999991
5481,1.629999995
5482,1.419999957
5483,1.470000029
5484,1.659999967
5485,1.75
5486,1.700000048
5487,1.580000043
5488,1.5
5489,1.429999948
5490,1.379999995
5491,1.370000005
5492,1.360000014
5493,1.370000005
5494,1.379999995
5495,1.419999957
5496,1.460000038
5497,1.460000038
5498,1.450000048
5499,1.419999957
5500,1.379999995
5501,1.389999986
5502,1.440000057
5503,1.559999943
5504,1.820000053
5505,2.130000114
5506,2.349999905
5507,2.480000019
5508,2.569999933
5509,2.569999933
5510,2.519999981
5511,2.390000105
5512,2.259999991
5513,2.160000086
5514,2.200000048
5515,2.359999895
5516,2.430000067
5517,2.410000086
5518,2.339999914
5519,2.220000029
5520,2.130000114
5521,2.200000048
5522,2.289999962
5523,2.400000095
5524,2.450000048
5525,2.480000019
5526,2.5
5527,2.49000001
5528,2.390000105
5529,2.25
5530,2.150000095
5531,2.059999943
5532,1.940000057
5533,1.809999943
5534,1.899999976
5535,2.079999924
5536,2.210000038
5537,2.24000001
5538,2.170000076
5539,2.029999971
5540,1.860000014
5541,1.769999981
5542,1.779999971
5543,2.029999971
5544,2.210000038
5545,2.269999981
5546,2.200000048
5547,2.140000105
5548,2.24000001
5549,2.549999952
5550,2.759999991
5551,2.960000038
5552,2.730000019
5553,2.630000114
5554,2.710000038
5555,2.859999895
5556,2.940000057
5557,2.380000114
5558,2.019999981
5559,1.830000043
5560,1.610000014
5561,1.559999943
5562,1.679999948
5563,1.74000001
5564,1.789999962
5565,1.789999962
5566,1.730000019
5567,1.620000005
5568,1.519999981
5569,1.460000038
5570,1.429999948
5571,1.409999967
5572,1.419999957
5573,1.429999948
5574,1.509999991
5575,1.649999976
5576,1.830000043
5577,2.019999981
5578,2.130000114
5579,2.210000038
5580,2.279999971
5581,2.309999943
5582,2.289999962
5583,2.210000038
5584,2.109999895
5585,2
5586,1.899999976
5587,1.870000005
5588,1.960000038
5589,2.150000095
5590,2.309999943
5591,2.369999886
5592,2.329999924
5593,2.220000029
5594,2.140000105
5595,2.089999914
5596,2.049999952
5597,2.069999933
5598,2.190000057
5599,2.279999971
5600,2.329999924
5601,2.359999895
5602,2.359999895
5603,2.410000086
5604,2.420000076
5605,2.400000095
5606,2.339999914
5607,2.230000019
5608,2.170000076
5609,2.109999895
5610,2.109999895
5611,2.150000095
5612,2.170000076
5613,2.210000038
5614,2.230000019
5615,2.220000029
5616,2.200000048
5617,2.200000048
5618,2.230000019
5619,2.269999981
5620,2.329999924
5621,2.359999895
5622,2.390000105
5623,2.390000105
5624,2.359999895
5625,2.349999905
5626,2.359999895
5627,2.369999886
5628,2.390000105
5629,2.410000086
5630,2.440000057
5631,2.470000029
5632,2.49000001
5633,2.410000086
5634,2.24000001
5635,2.220000029
5636,2.380000114
5637,2.430000067
5638,2.349999905
5639,2.190000057
5640,2.029999971
5641,1.980000019
5642,2.089999914
5643,2.24000001
5644,2.349999905
5645,2.420000076
5646,2.470000029
5647,2.519999981
5648,2.569999933
5649,2.619999886
5650,2.609999895
5651,2.559999943
5652,2.480000019
5653,2.369999886
5654,2.309999943
5655,2.329999924
5656,2.430000067
5657,2.559999943
5658,2.640000105
5659,2.690000057
5660,2.730000019
5661,2.730000019
5662,2.700000048
5663,2.670000076
5664,2.609999895
5665,2.519999981
5666,2.359999895
5667,2.25
5668,2.170000076
5669,2.269999981
5670,2.430000067
5671,2.480000019
5672,2.420000076
5673,2.299999952
5674,2.289999962
5675,2.49000001
5676,2.680000067
5677,2.849999905
5678,2.890000105
5679,2.809999943
5680,2.74000001
5681,2.700000048
5682,2.680000067
5683,2.660000086
5684,2.650000095
5685,2.660000086
5686,2.680000067
5687,2.720000029
5688,2.779999971
5689,2.789999962
5690,2.539999962
5691,2.380000114
5692,2.259999991
5693,2.25
5694,2.390000105
5695,2.440000057
5696,2.480000019
5697,2.509999991
5698,2.539999962
5699,2.579999924
5700,2.609999895
5701,2.630000114
5702,2.680000067
5703,2.759999991
5704,2.819999933
5705,2.809999943
5706,2.700000048
5707,2.539999962
5708,2.440000057
5709,2.420000076
5710,2.440000057
5711,2.539999962
5712,2.640000105
5713,2.650000095
5714,2.589999914
5715,2.49000001
5716,2.400000095
5717,2.279999971
5718,2.130000114
5719,1.99000001
5720,1.870000005
5721,1.759999991
5722,1.669999957
5723,1.600000024
5724,1.559999943
5725,1.519999981
5726,1.529999971
5727,1.549999952
5728,1.549999952
5729,1.539999962
5730,1.539999962
5731,1.529999971
5732,1.519999981
5733,1.519999981
5734,1.5
5735,1.49000001
5736,1.470000029
5737,1.450000048
5738,1.429999948
5739,1.399999976
5740,1.370000005
5741,1.340000033
5742,1.309999943
5743,1.289999962
5744,1.269999981
5745,1.259999991
5746,1.269999981
5747,1.279999971
5748,1.299999952
5749,1.320000053
5750,1.350000024
5751,1.379999995
5752,1.419999957
5753,1.450000048
5754,1.480000019
5755,1.49000001
5756,1.49000001
5757,1.480000019
5758,1.460000038
5759,1.399999976
5760,1.350000024
5761,1.320000053
5762,1.299999952
5763,1.309999943
5764,1.309999943
5765,1.309999943
5766,1.309999943
5767,1.309999943
5768,1.299999952
5769,1.299999952
5770,1.309999943
5771,1.320000053
5772,1.309999943
5773,1.299999952
5774,1.299999952
5775,1.299999952
5776,1.299999952
5777,1.299999952
5778,1.309999943
5779,1.309999943
5780,1.299999952
5781,1.309999943
5782,1.320000053
5783,1.350000024
5784,1.389999986
5785,1.440000057
5786,1.5
5787,1.539999962
5788,1.620000005
5789,1.659999967
5790,1.669999957
5791,1.610000014
5792,1.519999981
5793,1.450000048
5794,1.480000019
5795,1.549999952
5796,1.610000014
5797,1.600000024
5798,1.559999943
5799,1.529999971
5800,1.580000043
5801,1.659999967
5802,1.75
5803,1.909999967
5804,2.099999905
5805,2.289999962
5806,2.410000086
5807,2.519999981
5808,2.619999886
5809,2.710000038
5810,2.680000067
5811,2.299999952
5812,2.049999952
5813,1.789999962
5814,1.639999986
5815,1.49000001
5816,1.409999967
5817,1.480000019
5818,1.679999948
5819,1.889999986
5820,2.079999924
5821,2.150000095
5822,2.160000086
5823,2
5824,1.850000024
5825,1.710000038
5826,1.610000014
5827,1.519999981
5828,1.460000038
5829,1.440000057
5830,1.440000057
5831,1.440000057
5832,1.429999948
5833,1.429999948
5834,1.440000057
5835,1.440000057
5836,1.440000057
5837,1.460000038
5838,1.509999991
5839,1.600000024
5840,1.669999957
5841,1.799999952
5842,2.009999991
5843,2.299999952
5844,2.220000029
5845,1.929999948
5846,1.700000048
5847,1.570000053
5848,1.49000001
5849,1.460000038
5850,1.460000038
5851,1.470000029
5852,1.5
5853,1.549999952
5854,1.610000014
5855,1.669999957
5856,1.75
5857,1.830000043
5858,1.940000057
5859,2.019999981
5860,2.029999971
5861,2.029999971
5862,1.980000019
5863,1.899999976
5864,1.870000005
5865,1.899999976
5866,1.970000029
5867,2.029999971
5868,2.089999914
5869,2.119999886
5870,2.109999895
5871,2.059999943
5872,2
5873,1.919999957
5874,1.820000053
5875,1.720000029
5876,1.600000024
5877,1.5
5878,1.419999957
5879,1.419999957
5880,1.460000038
5881,1.539999962
5882,1.559999943
5883,1.559999943
5884,1.549999952
5885,1.529999971
5886,1.460000038
5887,1.389999986
5888,1.340000033
5889,1.289999962
5890,1.25
5891,1.230000019
5892,1.24000001
5893,1.25
5894,1.259999991
5895,1.269999981
5896,1.289999962
5897,1.289999962
5898,1.289999962
5899,1.279999971
5900,1.340000033
5901,1.370000005
5902,1.399999976
5903,1.419999957
5904,1.429999948
5905,1.450000048
5906,1.470000029
5907,1.49000001
5908,1.509999991
5909,1.529999971
5910,1.559999943
5911,1.600000024
5912,1.649999976
5913,1.669999957
5914,1.679999948
5915,1.679999948
5916,1.669999957
5917,1.629999995
5918,1.5
5919,1.370000005
5920,1.360000014
5921,1.519999981
5922,1.669999957
5923,1.600000024
5924,1.440000057
5925,1.379999995
5926,1.399999976
5927,1.460000038
5928,1.590000033
5929,1.690000057
5930,1.75
5931,1.74000001
5932,1.649999976
5933,1.610000014
5934,1.610000014
5935,1.629999995
5936,1.639999986
5937,1.629999995
5938,1.549999952
5939,1.480000019
5940,1.440000057
5941,1.429999948
5942,1.429999948
5943,1.440000057
5944,1.5
5945,1.559999943
5946,1.620000005
5947,1.649999976
5948,1.559999943
5949,1.679999948
5950,1.700000048
5951,1.590000033
5952,1.5
5953,1.559999943
5954,1.629999995
5955,1.649999976
5956,1.620000005
5957,1.570000053
5958,1.519999981
5959,1.49000001
5960,1.480000019
5961,1.480000019
5962,1.5
5963,1.529999971
5964,1.549999952
5965,1.570000053
5966,1.600000024
5967,1.639999986
5968,1.679999948
5969,1.649999976
5970,1.590000033
5971,1.590000033
5972,1.649999976
5973,1.659999967
5974,1.639999986
5975,1.590000033
5976,1.559999943
5977,1.539999962
5978,1.529999971
5979,1.519999981
5980,1.519999981
5981,1.529999971
5982,1.529999971
5983,1.529999971
5984,1.539999962
5985,1.549999952
5986,1.570000053
5987,1.590000033
5988,1.629999995
5989,1.669999957
5990,1.730000019
5991,1.669999957
5992,1.590000033
5993,1.610000014
5994,1.690000057
5995,1.809999943
5996,1.809999943
5997,1.779999971
5998,1.639999986
5999,1.539999962
6000,1.5
6001,1.470000029
6002,1.460000038
6003,1.509999991
6004,1.659999967
6005,1.840000033
6006,2.279999971
6007,2.400000095
6008,2.480000019
6009,2.519999981
6010,2.599999905
6011,2.680000067
6012,2.779999971
6013,2.849999905
6014,2.930000067
6015,3
6016,3.059999943
6017,2.779999971
6018,2.200000048
6019,1.899999976
6020,1.639999986
6021,1.429999948
6022,1.279999971
6023,1.279999971
6024,1.320000053
6025,1.409999967
6026,1.480000019
6027,1.519999981
6028,1.539999962
6029,1.549999952
6030,1.539999962
6031,1.519999981
6032,1.49000001
6033,1.450000048
6034,1.419999957
6035,1.389999986
6036,1.370000005
6037,1.340000033
6038,1.320000053
6039,1.309999943
6040,1.289999962
6041,1.279999971
6042,1.279999971
6043,1.269999981
6044,1.279999971
6045,1.279999971
6046,1.289999962
6047,1.289999962
6048,1.289999962
6049,1.289999962
6050,1.289999962
6051,1.289999962
6052,1.299999952
6053,1.309999943
6054,1.330000043
6055,1.360000014
6056,1.379999995
6057,1.340000033
6058,1.289999962
6059,1.259999991
